name,tags
Benihana Singapore,
Beryl's,
Best Employee Fried chicken,
Betsubara,
BEUTEA,
BHC Chicken,
BHC Chicken Singapore @ Marina Square,
Biang Biang Noodle,
Big Appetite,
BingXue Tea & Ice-cream,
BINGZ,
Bingz 西少爷,
Bistro Box by Uncle Penyet,
Bistro Du Vin,
Black Mirror,
Blanco Court Beef Noodle,
Bliss Nest Capsules,
Blk 75 Lorong 5 Toa Payoh Food Centre,
Blu Jaz,
BLUE FERN GRILL & SAKE,
Blue Ocean Kopi & Toast,
Bober Tea ,
Boleh Boleh,
Bon Broth,
Bonding Kitchen,
Boon Heng Atas Roasted Delights,
Boon Tong Kee Happynest,
BOOST,
Boost Express,
Boost Juice,
Boost Juice Bar,
Boost Juice Bars,
Bottles & Bottles,
Bowl & Bowl,
Breakfast Hola 早餐好了 (Anchorvale Village),
Brewerkz,
Brewerkz Orchard Rendezvous Hotel,
Briyani Grill,
BROTHERBIRD BAKEHOUSE,
Brotzeit,
Buddy Bistro & Bar,
Bugis Xin Yuan Ji,
Buta Kizoku,
Butahage,
Butter & Cream,
BYD by 1826,
Café Iguana Orchard Rendezvous Hotel,
Café&Meal MUJI (Punggol Coast Mall),
Caffè Affogato,
Cai Ca,
cai-ca,
Cajun On Wheels,
Candy Empire,
Cantine,
Capital ,
Casa Vostra,
Cat & the Fiddle,
Categories,
CÉ LA VI Club Lounge & Rooftop Bar,
CÉ LA VI Restaurant,
Cellar Deluxe,
Cellarbration,
Cha Mulan,
Cha Yu Fan Hou,
CHADA by Tin Box,
CHAFFIC,
Chang Cheng - 168 Punggol Field,
Chang Cheng Mixed Rice,
Chang Cheng Mixed Vegetables Rice,
ChaPanda 茶百道,
Chapters by Drinks & Co. ,
Charcoal Grill Legend The,
Cheeky Don,
Cheeky Signature,
Chef Foong Restaurant,
Chef Meng's Poached Rice - Punggol Drive,
Chef Recipe,
Chef X @ Clarke Quay Central,
Chen Cai Eating House,
Chen's,
Chi You Lai,
Chi-Bing,
Chia Puddies,
Chic-a-boo,
Chic-a-boo Chicken Specialty,
CHICK-FIL-A,
Chicken Ka Kee,
Chicken Rice,
Chicken Rice 166,
Chicky Fun (Heartbeat Bedok),
Chill by Vox,
Chin Lee Tea & Dine 深利喫茶添味,
Chocolate Origin,
CHOCOLATE ORIGIN WITH CACAOCAT,
Choon Hoy Parlor,
Chopstix & Rice,
Chou Niang,
Chou Niang Jiu Niang,
Chumpo Indonesian Padang,
Chun Yu Handmade Noodle,
Chupitos,
CLOVE,
Club Street Laundry Modern Australian Eatery,
Cô Chung,
Cookboys,
Crave,
Cravy For Crispy Chicken,
Creamie Sippies (Opening Soon),
Crolo,
Crolo By Swee Heng,
Crown Prince Restaurant,
D'Bakmie & D'Cendol,
D'Life,
D'LIFE SIGNATURE,
D'Penyetz,
D'Penyetz (The Seletar Mall),
Da Paolo Gastronomia,
DABBA STREET,
Daily Chicken,
Dapur Penyet,
Daun Pandan Rice Dumpling,
DaXi 大喜,
DaYan Claypot Rice & Herbal Soup(168),
Deli Bowl ,
Deli’s Kitchen - Japan Grill Delicacy,
Delibowl Rice Kitchen (The Seletar Mall),
Délifrance,
DeliSnacks,
DeliTurk by Chef Celal,
Deliz Street,
Devil Chicken,
Dian Xiao Er,
Dian Xiao Er (Marina Square),
Dian Xiao Er (The Seletar Mall),
Do Qoo 豆趣 ,
DOMO Modern Japanese,
Dönergy Turkish Kebab,
Doran Chicken,
Dou Hua Ah Mei 豆花阿妹,
Dough Culture,
Dough Culture (Oasis Terraces),
Dough Magic,
Downstairs,
DRAMA MAMA,
Each-a-Cup,
Eastern Rice Dumpling,
Eat 3 Bowls,
EAT BAR Toa Payoh,
Eat Rich,
EAT.,
EATALLEY,
eCapitaVoucher,
Economic Bee Hoon,
Eighteen Chefs ,
Eighteen Chefs (The Seletar Mall),
Eighteen Plum,
Elemen,
elemen 元素™,
Embassy 1967,
Eminami,
"Eng Kee Chicken Wings, Anchorvale Village",
"Eng Kee Chicken Wings, Punggol",
Epok Epok Mummy,
EQUATE,
Essen @ The Anchorvale,
estiatorio Milos,
Famous Amos,
Fat Fat Food,
Fei Siong,
Feng Food,
Fieldnotes,
Fiery Chicks (330 Anchorvale),
Filipino Cuisine Limbang,
"Fire Flies (formerly known as ""Thunder Tree"" )",
Firefry,
First Bowl Rice Kitchen,
Fitra Chicken Rice,
Flavours by Saute,
FM Food Master,
Folks Collective & Slurp Noodle Bar,
Follow us on WeChat,
FONG SHENG HAO,
FOOD ARENA by Yew Kee Group,
Food Dynasty,
Food Leaf,
Food Park #182A,
Food Summons Yong Tau Foo,
FoodCity,
FoodCity @ 653A Punggol,
Foodies Garden,
Fork & Spoon @ Toa Payoh,
Fragrance,
Fragrance Bak Kwa,
Fragrance Foodstuff,
Fragrance Foodstuff Pte Ltd - Fajar Road,
FRENCH FOLD,
Fried Chicken Master,
Fried Rice Story,
Friends by PONTIAN,
Fruce,
Fruit Box,
FruitBox,
FU LIN,
Fu Lin Fried Yong Tofu,
Fu Lin Restaurant & Bar,
Fun To Go,
Gabbar Bistro Bar ,
Gado & Grill,
Garrett Popcorn Shops,
Geláre,
Gelatissimo,
georges by the Bay,
Geylang Abalone Chilli Noodles,
GINZA ANZU,
Giraffa,
GM Food Centre,
Go Ba! 果霸茶,
GO UNIQUE - 有间面馆 GO NOODLE HOUSE,
Go-Ang Pratunam Chicken Rice,
Gochi-So Shokudo,
GODIVA,
GODMAMA,
Gold Class @ Golden Village,
Golden Banana,
Golden Seed,
Gong Yuan Ma La Tang,
Gong Yuan Ma La Tang (The Seletar Mall),
Gong Yuan Mala Tang,
GOOD CHEER 2,
Gotcha Matcha,
"Grand Cru, Wine Concierge",
Grand Konak Turkish and Lebanese Cuisine,
Green Chili,
Green Delights,
GRUB,
Gu Yue Lao Huo Tang 古月老火汤 (Toa Payoh HDB Hub),
Guan Chee HK Roast,
Guo Qin Noodle - One Punggol,
Gurney Drive,
Gwangjang GAON,
Gyogyo,
Gyu-Kaku Japanese BBQ Restaurant,
Gyushi,
Ha Jun,
Habib's Express,
Hai Kah Lang,
Hainan Beef Noodle & Claypot Rice,
Hainan Second Street,
HAN KKI,
Han's,
Han’s,
Han's Union,
Hankang Pocha,
hao hao chi bao cai ji 好好吃 包菜鸡,
Hao Jia Mee Hoon Kuay,
Hao Lai Ke,
Hao Wei Lai,
Hao Wei Mixed Veg Rice,
Happiness Sunbo Chicken Rice,
Happy Cup,
HarriAnns Nonya Table,
Harry’s,
HATSUMI,
Heavenly Wang,
Helen's,
HELEN'S ORCHARD CENTRAL,
Here Kitty Kitty,
Heritage Tanglin Puff Since 1952 @ Poiz,
HEYBO Republic Plaza,
Hi NOODLE,
Hiang Ji Roasted Meat & Noodle House,
Highlander Bar,
Ho Kee Pau,
Hockhua Herbal Tea,
Hoe Nam Signatures,
Hoe Nam Vintage,
HoeNamVintage,
HOLLIN,
HONEYWORLD®,
Hong Kong Egglet,
Hong Kong Egglet & Nam Kee JB Handmade Pau,
Hong Kong Style Chee Cheong Fun,
Hong Liang Yong Tau Foo,
Hong Yu Kitchen,
Hooters Singapore,
Hot Tomato,
Hua Li Fried Carrot Cake,
Huaikhwang Chicken Broth Noodle,
HUGABO,
HUMBLE SEEDS,
Hummus House by Pita & Olives,
HUO LU HUO 火炉火,
Hyang-To-Gol,
I Love Taimei,
I Love Taimei Story,
Ice Talk Signature Tea,
Ice Talk Xpress,
Ichigo by Tea Cottage,
Idly Kadai,
IJOOZ,
IKEA Swedish Restaurant and Bistro,
IL Clay Supper Club,
In Colonial Restaurant,
Inasal Restaurant,
iNCREDi BOWL,
Indo Express,
Indo Rasa,
INDOSOUP PADANG,
InstaChef at SIT Punggol - Campus Court E5,
ION⁺ Rewards,
Ipoh Town 怡保城茶室,
Ipot,
IPPON Fusion Bowl,
IRVINS ,
ISHIRO FUSHION BOWL,
Ishiro Fusion Bowl,
Island Noodle,
Ivins Peranakan Restaurant,
J99 Eating House,
Jack’s Place,
JAPAN HOME,
Japanese Food,
Jappy Express by Food Project,
JB Dai Tao Lala Pot 新山大头啦啦,
Ji De Chi,
Ji De Lai Kitchen,
Jia Jia Le Cuisine,
Jia Xin Yong Tau Fu,
JIAK,
Jian Bo Tiong Bahru Shui Kueh,
Jian Cha,
JIANG HU MAO CAI,
Jie Huan Xi 皆欢喜,
Jimmy Monkey,
Jin Deng Pig's Organ Soup • Braised Pig's Trotter,
JJ Food Express,
Johnson Eatery,
Josh's Grill,
JOY LUCK TEAHOUSE ,
JUEWEI BRAISED SNACKS,
JUEWEI 绝味 @ Oasis Terraces,
Juice Farm,
Juice Farm (The Seletar Mall),
Jules Epicurean French Cuisine,
Just Acia,
JYU LAE,
Jyu Yae Live Music Bar & Restaurant,
Kabayan Filipino Restaurant Pte Ltd,
Kaffe & Toast,
KAIJOU,
KAJIKEN,
Kakhi Nang,
Kam's Roast,
KANE MOCHI,
KANEMOCHI,
Kang Xiao Lu,
Kantin,
Kawan Bowl,
Kawan Bowl (Anchorvale Village),
Kazo,
Kebab #1 - Kinex Mall,
Kebabs Faktory,
Kebabs Faktory (Tanglin),
KEDAIKUEKUE,
KEI KAISENDON,
Kei Kaisendon Tanglin Mall,
KEITAKU,
Kenny Rogers ROASTERS,
Kenny Rogers Roasters - Marina Square,
Kereta Lembu,
Khaki Yong Tau Foo,
Khao,
Kimly Mixed Rice 金味飯莊 (888 Plaza),
Kin No Mame,
KIND KONES,
KING OF BRAISE 绝味,
King of Fried Rice - Canberra Plaza,
koggii,
Kok Sen Restaurant,
Koo Kee,
KooKee,
Koong Woh Tong 恭和堂,
Kopi & Spells,
Kopi & Tarts,
Kopi & Tarts x The Jelly Hearts,
Kopi Kiosk,
Kopifellas,
KopiTime,
KOU TEPPAN,
Kuan Zhai Alley 宽窄巷子,
Kuan Zhai 宽窄碗碗香,
KUMACHAN ONSEN,
KURIYA DINING,
Kway Chap,
Kwek Seng Huat Eating House (Anchorvale),
La Taperia Wine & Tapas,
Laaziiz,
Labula,
Lad & Co,
Läderach Chocolatier Suisse,
Lafiandra Ristorante,
Lai Lai Taiwan Casual Dining,
Lanwang Chicken,
Lao Huo Tang,
Lao Huo Tang @ Marina Square,
Lao Huo Tang Restaurant,
Lao Huo Tang Signature,
Lao Huo Tang 老火汤 - Rivervale Plaza SengKang,
Lao Jiang Superior Soup,
Lao Jiang Superior Soup (Anchorvale Village),
Lao Jiang Superior Soup (Oasis Terraces),
LAU WANG CLAYPOT,
Lau Wang Claypot Delights,
Lau Wang Claypot Delights @ Punggol Oasis Terraces,
Le Noir,
Lee Mart (Wonderful Bapsang),
Lee Wee & Brothers,
Lee Wee & Brothers' Foodstuff,
Legendary Hong Kong,
LeMa Dumpling,
Lemonaide,
LeNu,
LeNu Chef Wai’s Noodle Bar,
Let's Eat! (The Seletar Mall),
Lian Mei Xiang Cha Shi 莲美香茶室,
Lily.s,
Lim Kee Yong Tau Foo,
"Little Farms Table, Tanglin Mall (Restaurant)",
Little Italy,
Little Pond,
Little Pond 小鱼塘,
Little Saigon,
Lizoo,
llaollao,
LONGJING,
Luci's Kitchen (@LuckyPlaza),
LUCIA The Brownie Bar,
Lucky Chicken Rice,
Lucky Food Centre,
M&S FOOD,
Ma Maison,
MACCHA HOUSE,
MADAM ANG KK,
Madam Ang KK (Paragon),
Maddie's Kitchen,
Mai Ge Wen,
MAISON BOULUD BY DANIEL BOULUD,
MAKAN MAKAN,
Makan Singapura (formerly Lepak One Corner @ Sengkang),
Makan Street 福满街,
Maki-San,
Maki-San (Punggol Oasis),
Malts,
Mamitas' Kitchen Singapore,
Man Na La,
Manise Indo Cuisine - Lucky Plaza,
Marché,
MARU MOCHI,
Marutama Ra-men ,
Master Choy 財師傅港式燒腊,
Mastercard,
Matchaya,
Meet 2 Wine Bar & Restaurant,
Mei Wei Ban Mian. Mee Hoon Kueh,
Mei Xiang Porridge 美香粥品,
MEIDI-YA (Food Hall),
Meimei Carrot Cake,
Melvados,
MENSHO TOKYO SG,
Menya Aoi,
Menya Kokoro,
Menya Saku by Oh Some Bowls,
Meow Barbecue,
Meow BBQ,
Miam Miam,
Mian Zhong Mian,
Milan Shokudo,
Mimi Restaurant,
Minang House,
Mingle,
Mini One,
Ministry of Rojak,
Miss Tang's Rice Noodle 唐大小姐小锅米线,
Miss Tea,
Mister Wheel,
Mitsuba Japanese Restaurant,
Mixue,
MK LEVURE NATURELLE,
MM 满巍明生炸鸡架 ,
Mmmm!,
Monarchs & Milkweed,
Monster Planet,
MOON JUICE KOMBUCHA,
Moon Moon Food,
Morganfield's,
Mr Chicken Rice,
Mr Sehu Food Palace,
Mr You Tiao,
MR YOUTIAO,
MRS BANANA,
MS Econ Bee Hoon,
Muffin Homme,
MUN ZUK,
Mun Zuk Novena 满粥 (Novena),
My Briyani House,
My Kampung,
My Kampung (The Seletar Mall),
My Spice Affair,
myEureka,
Nainai Flavor,
Naixue,
Nakhon Kitchen,
Nam Kee,
Nam Kee JB Handmade Pau ,
Nam Kee Pau,
Nam Kee Pau & Hong Kong Egglet,
NamNam,
NAMNAM (OPENING IN FEBRUARY),
Nan Yang Dao,
NAN YANG DAO 南洋岛,
NAN YANG DAO 南洋岛@SENGKANG Anchorvale,
Nana's Green Tea,
Nandhana's Restaurant,
Nando's ,
Nanjing Impressions,
NANTSUTTEI,
Nanyang Dao,
Nanyang Lor Mee,
Nasty Cookie,
Nature Nutrition,
NATURE'S NUTRITION,
Nelly's Retro Snacks,
Nespresso,
Nesuto,
New Hong Kong Roast,
NEW NANYANG,
New Noodle Hub,
NIKU IKU,
NIKUTOSAKE,
No.17 Tea,
Nomad Ventures,
Nomstar,
NomVnom Bistro,
Nong Geng Ji,
Noodle House 面之家,
Nozomi,
Nurul Hidayah @ 888 Plaza,
NY Char Grill,
O.BBa Jjajang Express @ One Punggol,
OATBERRY,
Octapas by El Mesa,
OKINAWAN DINER NIRAI-KANAI,
Ola Beach Club,
Old Chang Kee,
Old Chang Kee (The Seletar Mall),
Old Tea Hut,
Old Tea Hut (Changi City Point),
Olé Bar & Kitchen,
Olivia & Co.,
OMEGA Pork Noodle,
OMOOMO,
Omoté,
ONCE UPON A THYME,
One Soy 一豆,
One Two Roasted Delights,
Onggii,
Opah Corner,
ORIENTAL KOPI,
Origanics 启点素食 (Buangkok 万国熟食中心),
Osaka Ohsho,
OSG Bar + Kitchen,
Paad Paad Tha!,
PAIK's NOODLE,
Panda Chan,
Panda Chan Snack,
Pang,
Pang Pang Kopi,
Pang Pang Kopi (Buangkok Square),
Papa Ayam,
PaperBakes,
PappaRich,
PAUL,
PAUL Tanglin,
Paulaner Bräuhaus Singapore,
Peach Garden,
PEMENCO,
Penang Culture,
Penang Place,
Penang Savour,
Penyet Betawi,
PEPPER GRILL,
Pepper Kitchen - Toa Payoh,
Pepper Lunch,
Pezzo,
Phuture,
PICNIC @ GREENWICH V,
Pinoy Ave Sg Lucky Plaza,
PINWEI MALA 品味麻辣,
Pita Tree Kebabs,
Poke Theory,
Pontian Mee,
Pontian Wanton Noodle,
Pontian Wanton Noodles,
Pontian Wanton Noodles (Rivervale Mall),
Pontian Wanton Noodles (The Seletar Mall),
Pot Addiction 吃锅瘾,
Pot Master @ One Punggol 煲师傅 老广煲仔饭,
Potato Corner,
Poulet,
Poulét,
Poulet Bijou,
Pratunam Plus ,
Prego,
Preserved Veg Hor Fun 菜莆河,
PrimaDéli,
Project Açaí,
Pu Tian Delights,
Punggol East Container Park,
Punjabi Dhaba,
Qi Ji,
QIN JI ROUGAMO,
Qiong Yuan Chicken Rice,
Queic by Olivia,
R&amp;B 巡茶,
Rasapura Masters,
Re.juve,
RED DOT SUPERVALUE,
Red Ginger,
RedTail Bar By Zouk,
Rempah by Chilli Padi,
Rendezvous Restaurant Hock Lock Kee,
Retroholics by Tin Box,
RICE MEAT UP Splashy Sizzling Wagyu Patties,
Rico Rico ,
Rise Restaurant,
RITZ APPLE STRUDEL,
Riverside Canton Claypot Cuisine 江边广东砂锅菜,
ROCKING RICKSHAW,
Rocky Master,
ROLLGAADI,
Rolling Rice,
Rolling Rice Marina Square #02-105,
Rolls N Bowls @ SIT,
Rong Kee HK Roasted Delight,
Rong Kee Roasted Delights 榮記烧腊 - Lucky Plaza,
Rong Wantan Noodle,
Royal Host,
ROYCE,
ROYCE',
rrooll,
Rumah Makan Minang - Our Tampines Hub,
Rumah Sayang,
rumeL,
RUXU入续,
RYAN’S GROCERY,
RYAN’S KITCHEN,
Ryokudo,
Saboten,
Saigon Legend,
Saigon Rolls,
Sakura Family Restaurant,
Sally’s,
Salmon Warrior,
Salmon Warrior Express - Changi City Point,
Sampanman Kelong Changi,
SAN REN XING,
SAN REN XING 三人行,
San.wich by Swee Heng,
Sandaime Hiraki,
Santapan Nadira,
Sapporo Misono,
Saute-san,
Saybons French Food Factory,
Scotts Grill,
Seabay Delight,
Secret Recipe,
Segar Restaurant,
Selesa Sedap Chicken Rice,
sen-ryo,
Señor Taco,
SF Fruits,
SF Fruits & Juices,
SF Juice,
Shan Cheng,
Shan Cheng (Ipoh Delicacies),
SHE SELLS SEASHELLS,
Shi Fu Eating House,
Shi Li Fang,
Shift by Common Folks Bar,
Shihlin Taiwan Street Food,
Shihlin Taiwan Street Food (Canberra Plaza),
Shihlin Taiwan Street Food (The Seletar Mall),
Shihlin Taiwan Street Snacks,
Shinfuni 幸芙妮,
Shōkō,
Shun Li Lai Roasted Delights @ Punggol Central,
Shun Li Mixed Vegetable Rice & Porridge,
Siang Garden Fajar,
Simply Retro by Tin Box (Coming Soon),
Simply Retro by Tin Box @ CQ,
Simply Wrapps,
Singapore WaterDrop Tea House,
Singapura Heritage,
Singapura Heritage (The Seletar Mall),
Sinpopo Brand,
Six Hands,
Sizzle Whizzle,
SIZZLING N'GRILL,
SKAI,
SKAI Bar,
Small Tables,
Smile Martabak,
smol,
SnacKing Retro Biscuits,
Snackz It!,
Snackz It! 可口味,
So Fun3,
Social Winery,
Soon Heng Rojak,
Soon Soon Carrot Cake,
SOTBOX,
SOTPOT,
Soup Cup,
Soup Restaurant,
Souper Baby by Soul Souper,
Souperb 蒸好吃,
Spago Bar & Lounge,
SPICY NOODLE 銷魂麵舖,
SSADA GIMBAB 싸다김밥,
STUFF’D,
Sufood,
SugarBelly,
SUKI-YA ,
Sunshine Place,
SUPER FRIED RICE,
Super Wok,
Supergreen,
Supergreen (Changi City Point),
Susan Chan Food,
Swee Choon Anchorvale Village,
Swee Heng 1989 Classic,
Swensen's,
Swensen’s,
SYNTHESIS,
TAI ER,
Taiwan Fullhouse,
TAMAGO-EN,
TAMBUAH MAS INDONESIAN RESTAURANT,
TamJai SamGor Mixian,
Tang Tea House,
TANGLED,
Tanglin Cookhouse (Tanglin Mall),
TANJONG RHU PAU,
TANUKI RAW,
TANYU,
Taste Good 好味小厨,
Taste of Indonesia,
TCA Prologue,
TCC – THE CONNOISSEUR CONCERTO,
TCE The Caffeine Experience,
Tea Pulse,
Ten Points Porridge,
Tenderbest 888,
Tenderfresh,
Tenderfresh Xpress,
Tendon Kohaku,
Tenjin,
TENSHIMA,
TENYA,
Teppan-Yaki,
Texas Lone Star,
THACHANG SG,
THAT SKEWER BAR,
The 1872 Clipper Tea Co.,
The Basil Inn,
THE BERRY SPOT,
The Canteen by Tin Box,
THE CLUB,
The Coach Restaurant,
The Cookie Museum at The Gallery,
The Dark Gallery,
The Eight,
THE FLEX,
The Grumpy Bear,
The Hainan Story,
The Home Restaurant 回味之家,
The Horse's Mouth,
The ION Edit,
The JellyHearts,
The Liquor Shop (Opening Soon),
THE OAKS CELLARS,
The Original Vadai,
The Original Vadai @ Sengkang Anchorvale Village,
The Penyet Co,
The Punggol Settlement,
The Queen's Pub,
"The Riverhouse (Mimi, YANG Club, Zorba)   ",
The Sandwich Guys - One Raffles Place,
The SGFR Store,
The Ship Restaurant & Bar,
The Soup Expert,
The Soup Spoon Union,
The Stamford Brasserie,
The Summer Açaí - Sengkang,
The Upper House,
The Vermilion House,
The Whale Tea,
THE WHISKY DISTILLERY,
The White Tiffin (Toa Payoh HDB Hub),
Thunder Tea (China Square) Pte Ltd,
Thunder Tea Rice,
Tian Tian Claypot,
TIARA WATERFRONT,
TIM HORTONS,
Tiong Bahru Jian Bo Shui Kueh,
Tiong Bahru Yong Tao Hu,
Tip Top,
TIPO STRADA,
Toa Payoh Vista Market,
Toa Payoh West Market & Food Centre,
Toast & Roll,
Tokyo Milk Cheese Factory & Cow Cow Kitchen,
Tokyo Shokudo,
Tokyo Shokudo / Milan Shokudo,
Tokyo Shokudo Bistro,
Tombo Warek,
Tomo Tokyo,
Tongue Tip Lanzhou Beef Noodles,
TONITO,
Tonkotsu Kazan ,
TORA- SAN,
TORI SANWA,
TORI SANWA 鶏三和,
Tori Story,
Tori-Q,
Tourists,
Towkay Fried Chicken,
Towkay Kia,
Treasures Yi Dian Xin,
Tree Storey,
Trehaus Café,
True Cost,
Tsui Wah,
Tsui Wah Restaurant,
TSUJIRI PREMIUM,
Tsukada Nojo,
Tsukuda Nojo,
Tsuzumi Dango つづみ団子,
TTEOK Sang,
Tuckshop,
Tuk Tuk Cha,
Tuk Tuk Cha Treasures,
Turkish Lezzet House,
Tutto by Da Paolo,
TWG Tea,
TWG Tea Salon & Boutique,
Twyst,
Umeya,
UNAGA ,
Uncle Penyet One Punggol,
Valu$,
Venchi,
Verandah @ Rael's,
Victor's Kitchen,
Vivino,
Vox,
Wan Chai Hong Kong Tea Room,
Wan Shun Foodcourt,
Wanpo Tea Shop,
WAREHOUSE,
WATAMI Japanese Casual Restaurant,
Watami Japanese Dining,
Wee Nam Kee Chicken Rice,
WEWA,
What's On,
White Restaurant,
WINDOWSILL PIES,
Wine Connection,
WINE CONNECTION BISTRO,
Wine Connection Bistro (Tanglin Mall),
Wine Universe Restaurant & Wine Bar,
Wing Joo Loong,
WO WO DIAN 窝窝店 百年包子,
Wok,
Wok Hey,
"WOK HEY Republic Plaza, Raffles Place",
Wok of Wonders,
Wonder Juice,
Wonderful Bap Sang,
World of Candies,
Wu Fang Zhai,
Wu Ji Si Chao,
Xi De Li,
Xi Men Jie,
Xi Men Jie 西门街 (Oasis Terraces) Wholesome Taiwanese Meals,
Xi Yan Niang Dou Fu,
Xi'an Famous Food 西安名吃,
Xiang Ji Roasted Delights,
Xin Fu Ji Local Delights,
XITA LAO TAITAI,
XO Minced Meat Noodle,
Yang's Epok Epok - People's Park Centre,
Yantra,
Yassin Kampung @ Admiralty,
YAYOI,
YAYOI Japanese Teishoku Restaurant,
Yes Lemon,
Yew Kee Specialities,
Yew Kee Specialities (The Seletar Mall),
YGF MALATANG,
Yi Duo Li Handmade Noodles,
Yi Fang Fruit Tea,
Yi Fang Taiwan Fruit Tea,
Yi Jia Food House,
Yi Qian Wanton Noodle House,
Yi Zun Noodle,
Yi Zun Noodle @ Marina Square,
Yogurt Planet,
Yong Fu,
Yoon Yeon Dang,
Yu Ding,
Yum-Mee Minced meat noodle,
Yun Nans,
Yun Place滇境,
Zagu Food Drinks,
Zareen's Kitchen,
Zhang Liang Mala Tang,
ZhangLiang MaLatang,
Zheng Hua Yong Tau Fu,
Zheng Nan Qi Bai,
Zheng Neng Zhu La Mian,
Zhou's Claypot Rice Noodles,
Zing,
ZOK NOODLE HOUSE,
Zorba the Greek Taverna,
Zouk,
