name,address,source,category,price_range,year,notes,lat,lng,opening_hours
YUN NANS Stonepot Fish,"103 Northpoint City, Singapore 769098",EatBook,Restaurant,$$,2025,Best Restaurants SG,1.42946660837667,103.835790714459,Saturday 11:00 AM - 09:30 PM												 Show More Timings
Rempapa,"03 Park Place Residences at PLQ, Singapore 409053",EatBook,Hawker,$$$$,2025,Best Restaurants SG,1.31583675363618,103.892746648427,Saturday 11:00 AM - 03:00 PM												 Show More Timings
Air,"25B Dempsey Rd, Singapore 249918",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.30574472649949,103.812108875028,Saturday 08:00 AM - 11:00 PM												 Show More Timings
Olivia Restaurant & Lounge,"55 Keong Saik Rd., #01-03, Singapore 089158",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.28064605655874,103.841552101096,Saturday 12:00 PM - 02:30 PM												 Show More Timings
Open Farm Community,"130E Minden Rd, Singapore 248819",EatBook,Cafe,$$$,2025,Best Restaurants SG,1.30584134134379,103.815502201456,Saturday 11:00 AM - 03:30 PM												 Show More Timings
The Halia,,EatBook,Restaurant,$$$$,2025,Best Restaurants SG,,,Saturday 10:00 AM - 04:00 PM												 Show More Timings
Siri House,"02 Dempsey Hill, Singapore 249672",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.30344596637403,103.809381667358,Saturday 11:30 AM - 11:30 PM												 Show More Timings
The Summerhouse,"3 Park Ln, Singapore 798387",EatBook,Cafe,,2025,Best Restaurants SG,1.40802317829576,103.868266713262,Saturday Open 24 Hours												 Show More Timings
Publico Ristorante,"1 Nanson Rd, Singapore 238909",EatBook,Restaurant,$$$,2025,Best Restaurants SG,1.29004703709958,103.838613292488,Saturday 12:00 PM - 11:30 PM												 Show More Timings
Forma,"128 Tembeling Rd, Singapore 423638",EatBook,Restaurant,$$$,2025,Best Restaurants SG,1.31089844555961,103.902338038686,Saturday 12:00 PM - 02:30 PM												 Show More Timings
Cicheti,"52 Kandahar St, Singapore 198901",EatBook,Bar,$$$,2025,Best Restaurants SG,1.30169687321857,103.859997973839,Saturday 12:00 PM - 02:30 PM												 Show More Timings
Mott 32,"1 - 41 / 42, Singapore 018956",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.28239713771706,103.85840539166,Saturday 11:30 AM - 02:15 PM												 Show More Timings
The Masses,,EatBook,Restaurant,$$,2025,Best Restaurants SG,,,Saturday 11:30 AM - 10:30 PM												 Show More Timings
Humpback,"20 Bukit Pasoh Rd, Singapore 089834",EatBook,Restaurant,$,2025,Best Restaurants SG,,,Saturday 12:00 PM - 11:00 PM												 Show More Timings
Amò,"33 Hongkong St, Singapore 059672",EatBook,Restaurant,$$$,2025,Best Restaurants SG,1.28743955901693,103.847130213821,Saturday 12:00 PM - 02:30 PM												 Show More Timings
Summer Pavilion,,EatBook,Restaurant,,2025,Best Restaurants SG,,,Saturday 11:30 AM - 02:30 PM												 Show More Timings
GU:UM,,EatBook,Restaurant,$$$$,2025,Best Restaurants SG,,,Saturday 11:30 AM - 02:30 PM												 Show More Timings
Odette,"04 National Gallery, Singapore 178957",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.29075150227868,103.85176884833,Saturday 12:00 PM - 01:15 PM												 Show More Timings
Claudine,"39C Harding Rd, Singapore 249541",EatBook,Restaurant,,2025,Best Restaurants SG,1.30483501826492,103.81351058996,Saturday 11:30 AM - 03:00 PM												 Show More Timings
Thevar,"9 Keong Saik Rd., Singapore 089117",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.279403002805,103.841390193832,Saturday 12:00 PM - 03:00 PM												 Show More Timings
Candlenut,"17A Dempsey Road, Singapore 249676",EatBook,,$$$$,2025,Best Restaurants SG,1.30568746618258,103.810193496315,Saturday 12:00 PM - 03:00 PM												 Show More Timings
Cloudstreet,"84 Amoy St, Singapore 069903",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.28089328688774,103.846794521948,Saturday 12:00 PM - 02:00 PM												 Show More Timings
Nouri,"72 Amoy St, Singapore 069891",EatBook,,$$$$,2025,Best Restaurants SG,1.28027906623029,103.8465627247,Saturday Open 24 Hours												 Show More Timings
Lolla,"22 Ann Siang Rd, Singapore 069702",EatBook,Restaurant,,2025,Best Restaurants SG,1.2809857180557,103.845600234487,Saturday 12:00 PM - 02:30 PM												 Show More Timings
NAE:UM,"161 Telok Ayer St, Singapore 068615",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.28029089673509,103.847571462644,Saturday 12:00 PM - 03:00 PM												 Show More Timings
Firangi Superstar,"20 Craig Rd, #01-03, Singapore 089692",EatBook,Cafe,$$$$,2025,Best Restaurants SG,1.27803124712698,103.84238791264,Saturday Open 24 Hours												 Show More Timings
Fiz,"21 Tg Pagar Rd, #01-01/02, Singapore 088444",EatBook,Restaurant,$$$$,2025,Best Restaurants SG,1.27948100992944,103.844116761408,Saturday 12:00 PM - 03:00 PM												 Show More Timings
Shinji By Kanesaka,,EatBook,,$$$$,2025,Best Restaurants SG,,,
Lau Pa Sat,"18 Raffles Quay, Singapore 048582",EatBook,Hawker,,2025,Best Hawker Centres,1.28065386814644,103.850412718567,
Maxwell Food Centre,"1 Kadayanallur Street, Singapore 069184",EatBook,Hawker,,2025,Best Hawker Centres,1.28033142727315,103.844747227479,
Old Airport Road Food Centre,"51 Old Airport Road, Singapore 390051",EatBook,Hawker,,2025,Best Hawker Centres,1.30810982136012,103.885731681696,
Adam Road Food Centre,"2 Adam Road, Singapore 289876",EatBook,Hawker,,2025,Best Hawker Centres,1.32415985259558,103.814165924136,
Amoy Street Food Centre,"7 Maxwell Road, Singapore 069111",EatBook,Hawker,,2025,Best Hawker Centres,1.2793398636571,103.846652482254,
Chinatown Complex,"335 Smith Street, Singapore 050335",EatBook,Hawker,,2025,Best Hawker Centres,1.2822749605271,103.843238518071,
Tiong Bahru Food Centre,"30 Seng Poh Road, Singapore 168898",EatBook,Hawker,,2025,Best Hawker Centres,1.28478559810371,103.832181546885,
Tekka Centre,"665 Buffalo Road, Singapore 210665",EatBook,Hawker,,2025,Best Hawker Centres,1.30618663846772,103.850585570067,
Newton Food Centre,"500 Clemenceau Avenue North, Singapore 229495",EatBook,Hawker,,2025,Best Hawker Centres,1.31191552031274,103.839569728721,
Ghim Moh Market & Food Centre,"20 Ghim Moh Road, Singapore 270020",EatBook,Hawker,,2025,Best Hawker Centres,1.31099663218896,103.78823030662,
Rise Bakehouse,"111 Somerset Road, #01-05, 111 Somerset, Singapore 238164",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30020625685959,103.837317132796,"Mon-Thurs 10am to 6:30pm, Fri-Sun 10am to 9:30pm"
Alchemist The Heeren,"260 Orchard Road, #01-ORA, The Heeren, Singapore 238855",EatBook,Cafe,$,2025,Best Cafes SG,1.30265160142482,103.837367213158,Daily 9am to 9pm
FYP Cafe,,EatBook,Cafe,$$$,2025,Best Cafes SG,,,Saturday 11:00 AM - 10:30 PM												 Show More Timings
Equate Coffee,,EatBook,Cafe,$,2025,Best Cafes SG,,,Saturday 09:00 AM - 09:30 PM												 Show More Timings
Dough,"30 Victoria St, #01-30, Singapore 187996",EatBook,Cafe,,2025,Best Cafes SG,1.29479670956332,103.852573366033,Saturday 08:30 AM - 06:00 PM												 Show More Timings
Coffeehouse by Kobashi,"79 South Bridge Road, #01-00, Singapore 058709",EatBook,Cafe,$$,2025,Best Cafes SG,1.28663664351334,103.848088004176,Saturday 10:00 AM - 06:00 PM												 Show More Timings
The Glasshouse,"03 CHIJMES, Singapore 187996",EatBook,Cafe,$$$,2025,Best Cafes SG,1.29479670956332,103.852573366033,Saturday 08:00 AM - 09:00 PM												 Show More Timings
PUNCH,"32 North Canal Road, Singapore 059288",EatBook,Cafe,$$,2025,Best Cafes SG,1.28696780941482,103.847338442716,Daily 8am to 6pm
Naga House,"14 Lor Telok, Singapore 049027",EatBook,Cafe,,2025,Best Cafes SG,1.28666763773092,103.848417647532,Saturday 10:30 AM - 02:00 AM												 Show More Timings
Alice Boulangerie,"12 Gopeng Street, #01-05, Icon Village, Singapore 078877",EatBook,Cafe,$$$$,2025,Best Cafes SG,1.27516997523174,103.844496312645,"Mon-Sat 8am to 10pm, Sun 8am to 6pm"
Elijah Pies,"7 Tanjong Pagar Plz, #01-102, Singapore 081007",EatBook,Cafe,$$,2025,Best Cafes SG,1.27712012183459,103.843117743777,Saturday 10:00 AM - 10:00 PM												 Show More Timings
The Populus,"145 Neil Road, Singapore 088875",EatBook,Cafe,$$$,2025,Best Cafes SG,1.27828839779661,103.840647216596,"Sun-Thurs 9am to 6:30pm, Fri-Sat 9am to 9:30pm"
Bearded Bella,"8 Craig Road, Singapore 089668",EatBook,Cafe,$$$,2025,Best Cafes SG,1.27769892037167,103.842858113395,"Mon-Fri 7:30am to 5pm, Sat-Sun 7:30am to 6pm"
Fortuna Terrazza,"10 Craig Road, Singapore 089670",EatBook,Cafe,$$$,2025,Best Cafes SG,1.27772308536552,103.842753292517,Daily 10am to 3pm
Hello Arigato,"4 Everton Park, #01-42, Singapore 080004",EatBook,Cafe,$$$,2025,Best Cafes SG,1.27688307363768,103.840085627903,Saturday 08:00 AM - 05:00 PM												 Show More Timings
Kafe Utu,"12 Jiak Chuan Rd, Singapore 089265",EatBook,Cafe,$$,2025,Best Cafes SG,1.27977025752773,103.841981527237,Saturday 09:00 AM - 04:30 PM												 Show More Timings
Nakey,"10 Trengganu St, Singapore 058464",EatBook,Cafe,$$,2025,Best Cafes SG,1.28316249107142,103.844128053208,Saturday 10:00 AM - 08:00 PM												 Show More Timings
September Coffee,"258 South Bridge Rd, #01-01, Singapore 058807",EatBook,Cafe,$$,2025,Best Cafes SG,1.28215830373798,103.844980018388,Saturday 11:30 AM - 09:00 PM												 Show More Timings
Baker’s Bench Bakery,"6 Bukit Pasoh Road, Singapore 089820",EatBook,Cafe,$,2025,Best Cafes SG,1.27877733516432,103.840995187617,"Wed-Sat 8:30am to 5pm, Sunday 8:30am to 4pm"
Yuen Yueng,"43 Neil Road, Singapore 088825",EatBook,Cafe,$,2025,Best Cafes SG,1.27964239892839,103.84285178857,Tue-Sun 11:30am to 10:30pm
Great Nanyang Heritage Cafe,"5 Craig Rd, Singapore 089665",EatBook,Hawker,$,2025,Best Cafes SG,1.27755696226358,103.843116501443,Saturday 07:30 AM - 08:30 PM												 Show More Timings
Abseil,"70 Shenton Way, #01-14, Eon Shenton, Singapore 079118",EatBook,Cafe,$$,2025,Best Cafes SG,1.27388660363944,103.846235542245,Sat-Thurs 9am to 4:30pm
Royz et Vous,"137 Telok Ayer Street, #01-01, Singapore Hokkien Huay Kuan Building, Singapore 068602",EatBook,Cafe,$$$,2025,Best Cafes SG,1.28081311032725,103.848012161497,"Mon-Fri 11am to 3:15pm, 5pm to 9:15pm, Sat-Sun 12pm to 3:15pm, 5pm to 9:15pm"
Gelato Messina,"1 Club Street, Singapore 069400",EatBook,,$$,2025,Best Cafes SG,1.28268935741746,103.847244617099,"Sun-Thurs 12pm to 10pm, Fri-Sat 12pm to 11pm"
Botany,"86 Robertson Quay, #01-03, Robertson Blue, Singapore 238245",EatBook,Cafe,$$$,2025,Best Cafes SG,1.29026307473852,103.837158903917,"Mon-Fri 9am to 10pm, Sat-Sun 8:30am to 10pm"
Old Hen Kitchen,"127 Owen Road, Singapore 218931",EatBook,Cafe,$,2025,Best Cafes SG,1.31399749364628,103.852566258618,Daily 9:30am to 5pm
Ms Durian,,EatBook,Cafe,$$$,2025,Best Cafes SG,,,Saturday 09:00 AM - 11:00 PM												 Show More Timings
Moonchild,"351 Jalan Besar, #01-01, Singapore 208988",EatBook,Cafe,$$$,2025,Best Cafes SG,1.31238652619302,103.859366874523,"Tue-Sat 9am to 10pm, Sun 9am to 7pm"
Average Service,"315 Jalan Besar, Singapore 208973",EatBook,Cafe,$$$,2025,Best Cafes SG,1.31155354152053,103.859079266235,"Sun-Wed 8:30am to 10pm, Fri-Sat 8:30am to 11am"
Apartment Coffee,"139 Selegie Road, #01-01, Singapore 188309",EatBook,Cafe,$,2025,Best Cafes SG,1.30277801701807,103.849851343626,Daily 10am to 6pm
SYIP,"72 Bendemeer Rd, #01-05, Singapore 339941",EatBook,Cafe,$$,2025,Best Cafes SG,1.31601270103219,103.862888533013,Saturday 09:00 AM - 06:00 PM												 Show More Timings
Chye Seng Huat Hardware,"150 Tyrwhitt Road, Singapore 207563",EatBook,Cafe,$$,2025,Best Cafes SG,1.31159010927258,103.860365162936,Daily 8:30am to 10pm
La Levain,"23 Hamilton Road, Singapore 209193",EatBook,Cafe,$,2025,Best Cafes SG,1.3115567005935,103.861023178149,"Tue & Thurs-Sun 8am to 6pm, Wed 8am to 4:30pm"
Marymount Bakehouse,"421 Race Course Rd, Singapore 218668",EatBook,Cafe,$$$,2025,Best Cafes SG,1.31577713995111,103.857417852534,Saturday 09:00 AM - 06:00 PM												 Show More Timings
Momolato,"723 North Bridge Road, Singapore 198691",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30276097160329,103.858696132793,"Sun, Tue-Thurs 11am to 11pm, Fri-Sat 11am to 1am"
Wan Wan Thai Cafe,"127A Bencoolen Street, #02-127, lyf Bugis, Singapore 189637",EatBook,Cafe,$$,2025,Best Cafes SG,1.30080135899297,103.851688039914,Daily 1:30pm to 3am
Tolido’s Espresso Nook,"462 Crawford Lane, #01-63, Singapore 190462",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30458618988007,103.860840751642,"Fri-Sun 8am to 5pm, Mon-Tue & Thurs 8am to 4pm"
Pancake & Waffle Place,"56 Kandahar Street, Singapore 198904",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30162285355544,103.860057018912,"Mon-Fri 12pm to 10pm, Sat-Sun 9am to 10pm"
Five Oars Coffee Roasters,"6 Upper East Coast Road, Singapore 455200",EatBook,Cafe,$$$,2025,Best Cafes SG,1.31233251677686,103.925541273007,Thurs-Tue 8am to 10pm
Big Short Coffee,"2 Fowlie Road, #01-01, Singapore 428505",EatBook,Cafe,$$,2025,Best Cafes SG,1.30756108101684,103.903479641307,Daily 8am to 5pm
The Brewing Ground,"406 Joo Chiat Place, #01-24, The Yards, Singapore 428084",EatBook,Cafe,$,2025,Best Cafes SG,1.31492344336595,103.911125515883,Daily 8:30am to 5pm
Little Farms Katong Point Bistro,"451 Joo Chiat Road, #01-04, Singapore 427664",EatBook,Cafe,$$$,2025,Best Cafes SG,1.3068658993424,103.904564981167,"weekdays, and 7:30am to 4pm on weekends."
PS. Cafe Katong,"112 East Coast Road, #01-01/02/03, i12 Katong, Singapore 428802",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30522461599039,103.905101873935,"weekends from 8:30am to 4pm, with their signature Big Breakfast ($29++) and Seafood Spaghettini Arrabbiata ($35++) on the menu. If you’re coming by during the week, all-day mains are available, alongs"
The Coastal Settlement,"200 Netheravon Road, Singapore 508529",EatBook,Cafe,$$$,2025,Best Cafes SG,1.38906112193904,103.977965403127,"Mon-Fri 10:30am to 11pm, Sat 8:30am to 11pm, Sun 8:30am to 10pm"
Simple Cafe,"1 West Coast Drive, #01-92, Singapore 128020",EatBook,Cafe,$$,2025,Best Cafes SG,1.31641321892509,103.757451263299,Tue-Sun 9am to 6pm
Dewgather Coffee House,"1 Vista Exchange Green, #01-46, The Star Vista, Singapore 138617",EatBook,Cafe,$$$,2025,Best Cafes SG,1.30695082420353,103.788287276561,"Mon-Sat 8am to 9:30pm, Sun 7:30am to 9:30pm"
Atlas Coffeehouse,"6 Duke Road, Singapore 268886",EatBook,Cafe,$$$,2025,Best Cafes SG,1.32289788330663,103.811997861957,Tue-Sun 8am to 7pm
The Cafe & Bar,"7 Gambas Crescent, #01-16 ARK @Gambas, Singapore 757087",EatBook,Cafe,$$,2025,Best Cafes SG,1.44485765403794,103.812834544627,"Mon, Wed-Thurs 12pm to 10pm, Fri 12pm to 10:30pm, Sat 10:30am to 10:30pm, Sun 10:30am to 8:30pm"
Slow Bakes,"30A Yishun Central 1, Singapore 768796",EatBook,Cafe,$,2025,Best Cafes SG,1.42653751243263,103.838333407882,Daily 7am to 2pm
No Horse Run,"202 Ang Mo Kio Avenue 3, #01-1682, Singapore 560202",EatBook,Cafe,$$,2025,Best Cafes SG,1.36844644010937,103.844516260527,Tue-Sun 1oam to 10pm
Folk Yard,"59 Poiz Centre, Singapore 347697",EatBook,Cafe,$$,2025,Best Cafes SG,1.33149708073624,103.86821402533,Saturday Open 24 Hours												 Show More Timings
Anna’s Sourdough,"04 Oasis Terraces, Singapore 820681",EatBook,Cafe,$$$,2025,Best Cafes SG,1.40287845827053,103.913195741417,"mons Sourdough Loaf ($24) for something with a tangy twist. Alternatively, visit the cafe for their High Tea Set ($38 for two), available daily from 2pm to 5pm. It includes two drinks and a curated pl"
Joji’s Diner,"534 Upper Serangoon Rd, Singapore 534549",EatBook,,$$,2025,Best Cafes SG,1.34588233804653,103.87161383623,Saturday Open 24 Hours												 Show More Timings
Well Collective,"2 Northshore Plaza, Singapore 820418",EatBook,Cafe,$$,2025,Best Cafes SG,1.41796143093751,103.901321830086,Saturday 10:00 AM - 10:00 PM												 Show More Timings
Apollo Coffee Bar,"65 Serangoon Garden Way, Singapore 555961",EatBook,Cafe,$$$,2025,Best Cafes SG,1.36346871778602,103.865419193862,Saturday 09:00 AM - 10:00 PM												 Show More Timings
Apricus Coffee & Food Co.,"248 Jln Kayu, Singapore 799472",EatBook,Cafe,$$$,2025,Best Cafes SG,1.39789507681032,103.873351219069,Saturday 09:00 AM - 10:00 PM												 Show More Timings
Chu and Co,"15 Lichfield Road, Singapore 556835",EatBook,Cafe,$$,2025,Best Cafes SG,1.36458880495384,103.869994847831,Wed-Sun 8:30am to 4pm
The Wildseed Cafe,"3 Park Lane, Level 1A, Seletar Aerospace Drive, Singapore 798387",EatBook,Cafe,$$$,2025,Best Cafes SG,1.40802317829576,103.868266713262,"Sun-Thurs 8am to 4:30pm, 5pm to 11pm, Fri-Sat 8am to 4:30pm, 5pm to 12am"
Whisk & Paddle,"10 Tebing Lane, Singapore 828836",EatBook,Cafe,,2025,Best Cafes SG,1.39304270451204,103.917401357783,"Tue-Fri 12pm to 10pm, Sat-Sun 9:30am to 10pm"
Eleven Strands,"66 Yio Chu Kang Road, Singapore 545568",EatBook,Cafe,$$$,2025,Best Cafes SG,1.357494569299,103.875588724075,"Tue-Fri 11am to 9:30pm, Sat 10:30am to 10pm, Sun 10:30am to 9pm"
Lao Fu Zi Fried Kway Teow,"24 Robinson Road, Singapore 048545",EatBook,Hawker,$,2025,Best Char Kway Teow,1.2821417096259,103.85075483266,Sun-Fri 11:45am to 10pm
Hai Yan Fried Kway Teow Mee,"36 Telok Belangah Rise, #01-38, Telok Blangah Rise Market & Food Centre, Singapore 090036",EatBook,Hawker,$,2025,Best Char Kway Teow,1.27276128570286,103.822363542256,Thurs-Sun 6am to 7pm
Chuan Kee Fried Kway Teow,"90 Whampoa Drive, #01-41, Whampoa Makan Place, Singapore 320090",EatBook,,$,2025,Best Char Kway Teow,1.32306493801159,103.854996183556,"Wed-Thurs, Sat-Mon 11am to 3pm"
Joo Chiat Place Fried Kway Teow,"59 Joo Chiat Place, Dong Cheng Eatery, Singapore 427783",EatBook,,$,2025,Best Char Kway Teow,1.31359319926261,103.901266362397,Daily 11am to 7:30pm
Outram Park Char Kway Teow,"531A Upper Cross Street, #02-17, Hong Lim Market, Singapore 051531",EatBook,,$,2025,Best Char Kway Teow,1.28529907736773,103.845823802043,Mon-Sat 6am to 3pm
Hill Street Fried Kway Teow,"355 Smith Street, #02-32, Chinatown Complex Food Centre, Singapore 050335",EatBook,Hawker,$,2025,Best Char Kway Teow,1.2822749605271,103.843238518071,"Tue 9am to 2pm, Thurs & Sat 9am to 5pm"
No. 18 Zion Road Fried Kway Teow,"70 Zion Road, #01-17, Zion Riverside Food Centre, Singapore 247792",EatBook,Hawker,$,2025,Best Char Kway Teow,1.2923422114207,103.831189023623,Wed-Mon 12:30pm to 9pm
Ang Mo Kio Fried Kway Teow,"724 Ang Mo Kio Avenue 6, #01-22, Ang Mo Kio Central Market & Food Centre, Singapore 560724",EatBook,Hawker,$,2025,Best Char Kway Teow,1.37217258545171,103.846510310202,"Tue-Thurs, Sat-Sun 10:30am to 2pm"
Meng Kee Fried Kway Teow,"22A Havelock Road, #01-07, Havelock Road Cooked Food Centre, Singapore 161022",EatBook,Hawker,$,2025,Best Char Kway Teow,1.28797051657173,103.829623413554,"Mon-Tue & Fri-Sat 9am to 3pm, Wed-Thurs 9am to 4pm"
Lai Heng Mushroom Minced Meat Noodles,,EatBook,,$,2025,Best Bak Chor Mee,,,
Seng Kee Mushroom Minced Meat Noodle,,EatBook,Hawker,$,2025,Best Bak Chor Mee,,,
Ah Kow Mushroom Minced Pork Mee,,EatBook,Hawker,,2025,Best Bak Chor Mee,,,
Macpherson Minced Meat Noodles,,EatBook,,$$,2025,Best Bak Chor Mee,,,
Jin Xi Lai (Mui Siong) Minced Meat Noodle,,EatBook,,$,2025,Best Bak Chor Mee,,,
Famous Eunos Bak Chor Mee,,EatBook,,$,2025,Best Bak Chor Mee,,,
58 Minced Meat Noodle,,EatBook,Hawker,,2025,Best Bak Chor Mee,,,
Tai Wah Pork Noodle,"531A Upper Cross Street, #02-16, Hong Lim Market & Food Centre, Singapore 051531",EatBook,Hawker,$,2025,Best Bak Chor Mee,1.28529907736773,103.845823802043,Tue-Sun 7:30am to 3pm
Hill Street Tai Hwa Pork Noodle,,EatBook,,$$,2025,Best Bak Chor Mee,,,
Ru Ji Kitchen,,EatBook,Hawker,$,2025,Best Bak Chor Mee,,,
Hainan Fried Hokkien Prawn Mee,"505 Beach Road, #B1-34, Golden Mile Food Centre, Singapore 199583",EatBook,Hawker,$,2025,Best Hokkien Mee,1.30314175320333,103.863877615334,Thurs-Tue 10am to 5pm
Swee Guan Hokkien Mee,"5 Lorong 29 Geylang, Singapore 388060",EatBook,,$$$,2025,Best Hokkien Mee,1.31422099244306,103.8854438621,Thurs-Tue 4pm to 10pm
Nam Sing Hokkien Fried Mee,"51 Old Airport Road, #01-32, Old Airport Road Food Centre, Singapore 390051",EatBook,Hawker,$,2025,Best Hokkien Mee,1.3082518471287,103.88580870609,Daily 10am to 6pm (off days are listed on Instagram)
Original Simon Road Fried Hokkien Mee,"209 Hougang Street 21, #01-66, 209 Kovan Market and Food Centre, Singapore 530209",EatBook,Hawker,$,2025,Best Hokkien Mee,1.35908384091048,103.886055368064,"Tue-Fri 11am to 8pm, Sat-Sun 11am to 8:30pm"
Ah Hock Fried Hokkien Noodles,"57 Garden Way, Stall 27, Chomp Chomp Food Centre, Singapore 557269",EatBook,Hawker,$,2025,Best Hokkien Mee,1.36423252476886,103.86652701738,"Tue-Fri 5:30pm to 10pm, Sat 4:3opm to 10pm, Sun 4:30pm to 9pm"
Xiao Di Fried Prawn Noodle,"153 Serangoon North Avenue 1, #01-512, Guan Hock Tiong Eating House, Singapore 550153",EatBook,Hawker,$,2025,Best Hokkien Mee,1.36995099275208,103.872312298956,Daily 10:30am to 2:30pm
Geylang Lorong 29 Charcoal Fried Hokkien Mee,"936 East Coast Road, 936 Food Village Siglap, Singapore 459129",EatBook,,$$,2025,Best Hokkien Mee,1.3122852676271,103.925353651914,Wed-Sun 4:30pm to 9pm
Kim Keat Hokkien Mee,"92 Lorong 4 Toa Payoh, #01-264, Singapore 310092",EatBook,,$,2025,Best Hokkien Mee,1.33807081646129,103.849457178811,Thurs-Mon 11am to 8pm
Hong Heng Fried Sotong Prawn Mee,"30 Seng Poh Road, #02-01, Tiong Bahru Food Centre, Singapore 168898",EatBook,Hawker,$,2025,Best Hokkien Mee,1.28495105948938,103.832669748751,Tue-Sat 10:30am to 2:30pm
Singapore Fried Hokkien Mee,"90 Whampoa Drive, #01-32, Whampoa Food Centre, Singapore 320090",EatBook,Hawker,$$,2025,Best Hokkien Mee,1.32306493801159,103.854996183556,"Mon-Wed 3:30pm to 11:30pm, Fri 3:30pm to 11:30pm, Sat-Sun 2pm to 11:30pm"
Come Daily Fried Hokkien Prawn Mee,"127 Lorong 1 Toa Payoh, #02-27, 127 Toa Payoh West Market & Food Centre, Singapore 310127",EatBook,Hawker,$,2025,Best Hokkien Mee,1.33810351452112,103.844732726726,Wed-Sun 8:30am to 2pm
Hokkien Man Hokkien Mee,"19 Lorong 7 Toa Payoh, Block 19, Sing Hiap Huat Coffee Shop, Singapore 310019",EatBook,,$$,2025,Best Hokkien Mee,1.33528228598942,103.856504185339,Thurs-Tue 11am to 3pm
Guang Fa Laksa,"22A Havelock Road, #01-08, Singapore 161022",EatBook,Hawker,$,2025,Best Laksa,1.28797051657173,103.829623413554,"Mon-Tue, Thurs-Sat 8am to 1:30pm"
Depot Road Zhen Shan Mei Claypot Laksa,"120 Bukit Merah Lane 1, #01-75, Alexandra Village Food Centre, Singapore 151120",EatBook,Hawker,$,2025,Best Laksa,,,"Mon-Tue, Thurs-Sat 9am to 3pm"
63 Laksa,"20 Ghim Moh Road, #01-20, Ghim Moh Market & Food Centre, Singapore 270020",EatBook,Hawker,$,2025,Best Laksa,1.31099663218896,103.78823030662,"Tue-Fri 8am to 3pm, Sat-Sun 8am-2pm"
328 Katong Laksa,"51 East Coast Road, Singapore 428770",EatBook,Hawker,$$,2025,Best Laksa,1.3050961572391,103.903210971969,Daily 9:30am to 9:30pm
Katong Laksa (George’s),"307 Changi Road, Singapore 419785",EatBook,,$,2025,Best Laksa,1.31832002508458,103.907683667162,Daily 8am to 2:30pm
Famous Sungei Road Trishaw Laksa,"531A Upper Cross Street, #02-66 Hong Lim Food Centre, Singapore 051531",EatBook,Hawker,$,2025,Best Laksa,1.28529907736773,103.845823802043,Mon-Sat 9am to 3pm
Terry Katong Laksa,"7 Maxwell Road, #01-28, Amoy Street Food Centre, Singapore 069111",EatBook,Hawker,$,2025,Best Laksa,1.2793398636571,103.846652482254,"Mon-Fri 7:30am to 5pm, Sat 8:30am to 2pm"
Sungei Road Laksa,"27 Jalan Berseh, #01-100, Singapore 200027",EatBook,,$,2025,Best Laksa,1.30660046872975,103.857799738556,Thurs-Tue 9:30am to 4pm
928 Yishun Laksa,"Block 928 Yishun Central 1, #01-155, Singapore 760928",EatBook,,$,2025,Best Laksa,1.4272080784162,103.837377109933,Mon-Sat 8:30am to 6pm
Janggut Laksa,"50 East Coast Road, #01-64, Roxy Square, Singapore 428769",EatBook,,$,2025,Best Laksa,1.30335696401522,103.904685504029,Daily 10:30am to 4:30pm
Kai Xin Crabs,"76 Circuit Road, #01-18, Singapore 370076",EatBook,Restaurant,$$$,2025,Best Zi Char,1.32551693484516,103.889903603926,Daily 11am to 9:30pm
Keng Eng Kee Seafood,,EatBook,Restaurant,$$,2025,Best Zi Char,,,
Kok Sen Restaurant,"4 Keong Saik Road, Singapore 089137",EatBook,Restaurant,$$,2025,Best Zi Char,1.28024309011242,103.841703649841,"Tue-Sun 12pm to 2:15pm, 5pm to 9:15pm"
Sin Hoi Sai Eating House,"187 East Coast Road, Singapore 428893",EatBook,Restaurant,$$,2025,Best Zi Char,1.30710938332768,103.906287412026,Daily 4pm to 3am
J.B. Ah Meng Restaurant,"534 Geylang Road, Singapore 389490",EatBook,Restaurant,$$,2025,Best Zi Char,1.3137294427781,103.88620438991,"Tue-Sat 5pm to 2am, Sun 5pm to 1:30am"
Two Chefs Eating Place,"116 Commonwealth Crescent, #01-129, Singapore 140116",EatBook,,$$,2025,Best Zi Char,1.30697208675745,103.800028892853,"Daily 11am to 2:15pm, 5pm to 11pm"
